"CubeId";"BSTA@SNB.MONA_US.BIL.PAS.VKE.KOV"
"PublishingDate";"2025-10-21 09:49"

"Date";"KONSOLIDIERUNGSSTUFE";"INLANDAUSLAND";"WAEHRUNG";"SEKTORESVG";"FAELLIGKEIT";"UEBERTRAGBARKEIT";"BANKENGRUPPE";"Value"
"2016-09";"U";"I";"T";"NFU";"RLZ";"T";"A40";"10399446.378508"
"2016-09";"U";"I";"T";"FUN";"T";"T";"A40";"142349096.864555"
"2016-09";"U";"I";"T";"FUN";"ASI";"T";"A40";"93039169.089399"
"2016-09";"U";"I";"T";"FUN";"KUE";"T";"A40";"18003841.743327"
"2016-09";"U";"I";"T";"FUN";"KUE";"UEB";"A40";"2391357.89365"
"2016-09";"U";"I";"T";"FUN";"KUE";"NUE";"A40";"15612483.849677"
"2016-09";"U";"I";"T";"FUN";"RLZ";"T";"A40";"31306086.031829"
"2016-09";"U";"I";"T";"FVW";"T";"T";"A40";"65304601.724175"
"2016-09";"U";"I";"T";"FVW";"ASI";"T";"A40";"42101639.560783"
"2016-09";"U";"I";"T";"FVW";"KUE";"T";"A40";"8123343.557793"
"2016-09";"U";"I";"T";"FVW";"KUE";"UEB";"A40";"771676.59938"
"2016-09";"U";"I";"T";"FVW";"KUE";"NUE";"A40";"7351666.958413"
"2016-09";"U";"I";"T";"FVW";"RLZ";"T";"A40";"15079618.605599"
"2016-09";"U";"I";"CHF";"T";"T";"T";"A40";"863061020.278727"
"2016-09";"U";"I";"CHF";"T";"ASI";"T";"A40";"355588472.7319829"
"2016-09";"U";"I";"CHF";"T";"KUE";"T";"A40";"467233852.54822"
"2016-09";"U";"I";"CHF";"T";"KUE";"UEB";"A40";"127643578.30328"
"2016-09";"U";"I";"CHF";"T";"KUE";"NUE";"A40";"339590274.24494"
"2016-09";"U";"I";"CHF";"T";"RLZ";"T";"A40";"40238694.998524"
"2016-09";"U";"I";"CHF";"NFU";"T";"T";"A40";"168857964.873968"
"2016-09";"U";"I";"CHF";"NFU";"ASI";"T";"A40";"128187337.236576"
"2016-09";"U";"I";"CHF";"NFU";"KUE";"T";"A40";"33352213.414614"
"2016-09";"U";"I";"CHF";"NFU";"KUE";"UEB";"A40";"5442077.98348"
"2016-09";"U";"I";"CHF";"NFU";"KUE";"NUE";"A40";"27910135.431134"
"2016-09";"U";"I";"CHF";"NFU";"RLZ";"T";"A40";"7318414.222778"
"2016-09";"U";"I";"CHF";"FUN";"T";"T";"A40";"101757333.666103"
"2016-09";"U";"I";"CHF";"FUN";"ASI";"T";"A40";"65900188.521489"
"2016-09";"U";"I";"CHF";"FUN";"KUE";"T";"A40";"16443338.93192"
"2016-09";"U";"I";"CHF";"FUN";"KUE";"UEB";"A40";"2303630.93732"
"2016-09";"U";"I";"CHF";"FUN";"KUE";"NUE";"A40";"14139707.9946"
"2016-09";"U";"I";"CHF";"FUN";"RLZ";"T";"A40";"19413806.212694"
"2016-09";"U";"I";"CHF";"FVW";"T";"T";"A40";"35222789.960636"
"2016-09";"U";"I";"CHF";"FVW";"ASI";"T";"A40";"24793830.95818199"
"2016-09";"U";"I";"CHF";"FVW";"KUE";"T";"A40";"6863128.77037"
"2016-09";"U";"I";"CHF";"FVW";"KUE";"UEB";"A40";"710147.26645"
"2016-09";"U";"I";"CHF";"FVW";"KUE";"NUE";"A40";"6152981.50392"
"2016-09";"U";"I";"CHF";"FVW";"RLZ";"T";"A40";"3565830.232084"
"2016-10";"U";"I";"T";"T";"T";"T";"A40";"1000393567.2356048"
"2016-10";"U";"I";"T";"T";"ASI";"T";"A40";"458140096.7110609"
"2016-10";"U";"I";"T";"T";"KUE";"T";"A40";"483310978.17562"
"2016-10";"U";"I";"T";"T";"KUE";"UEB";"A40";"133163984.02"
"2016-10";"U";"I";"T";"T";"KUE";"NUE";"A40";"350146994.15562"
"2016-10";"U";"I";"T";"T";"RLZ";"T";"A40";"58942492.348924"
"2016-10";"U";"I";"T";"NFU";"T";"T";"A40";"210970679.430229"
"2016-10";"U";"I";"T";"NFU";"ASI";"T";"A40";"162791948.751205"
"2016-10";"U";"I";"T";"NFU";"KUE";"T";"A40";"37339201.374766"
"2016-10";"U";"I";"T";"NFU";"KUE";"UEB";"A40";"5746979.1866"
"2016-10";"U";"I";"T";"NFU";"KUE";"NUE";"A40";"31592222.188166"
"2016-10";"U";"I";"T";"NFU";"RLZ";"T";"A40";"10839529.304258"
"2016-10";"U";"I";"T";"FUN";"T";"T";"A40";"142062746.366289"
"2016-10";"U";"I";"T";"FUN";"ASI";"T";"A40";"92146389.073308"
"2016-10";"U";"I";"T";"FUN";"KUE";"T";"A40";"18615097.085964"
"2016-10";"U";"I";"T";"FUN";"KUE";"UEB";"A40";"2413787.425"
"2016-10";"U";"I";"T";"FUN";"KUE";"NUE";"A40";"16201309.660964"
"2016-10";"U";"I";"T";"FUN";"RLZ";"T";"A40";"31301260.207017"
"2016-10";"U";"I";"T";"FVW";"T";"T";"A40";"66623020.162537"
"2016-10";"U";"I";"T";"FVW";"ASI";"T";"A40";"42707243.867907"
"2016-10";"U";"I";"T";"FVW";"KUE";"T";"A40";"8816439.041863"
"2016-10";"U";"I";"T";"FVW";"KUE";"UEB";"A40";"770097.34756"
"2016-10";"U";"I";"T";"FVW";"KUE";"NUE";"A40";"8046341.694303"
"2016-10";"U";"I";"T";"FVW";"RLZ";"T";"A40";"15099337.252767"
"2016-10";"U";"I";"CHF";"T";"T";"T";"A40";"868861494.792165"
"2016-10";"U";"I";"CHF";"T";"ASI";"T";"A40";"358943176.2703188"
"2016-10";"U";"I";"CHF";"T";"KUE";"T";"A40";"469593693.05013"
"2016-10";"U";"I";"CHF";"T";"KUE";"UEB";"A40";"128567655.16695"
"2016-10";"U";"I";"CHF";"T";"KUE";"NUE";"A40";"341026037.88318"
"2016-10";"U";"I";"CHF";"T";"RLZ";"T";"A40";"40324625.471716"
"2016-10";"U";"I";"CHF";"NFU";"T";"T";"A40";"171720029.897608"
"2016-10";"U";"I";"CHF";"NFU";"ASI";"T";"A40";"129997146.34792598"
"2016-10";"U";"I";"CHF";"NFU";"KUE";"T";"A40";"34146377.891024"
"2016-10";"U";"I";"CHF";"NFU";"KUE";"UEB";"A40";"5475550.88943"
"2016-10";"U";"I";"CHF";"NFU";"KUE";"NUE";"A40";"28670827.001594"
"2016-10";"U";"I";"CHF";"NFU";"RLZ";"T";"A40";"7576505.658658"
"2016-10";"U";"I";"CHF";"FUN";"T";"T";"A40";"101824204.005173"
"2016-10";"U";"I";"CHF";"FUN";"ASI";"T";"A40";"65500505.507225"
"2016-10";"U";"I";"CHF";"FUN";"KUE";"T";"A40";"16915166.15957"
"2016-10";"U";"I";"CHF";"FUN";"KUE";"UEB";"A40";"2327371.14024"
"2016-10";"U";"I";"CHF";"FUN";"KUE";"NUE";"A40";"14587795.01933"
"2016-10";"U";"I";"CHF";"FUN";"RLZ";"T";"A40";"19408532.338378"
"2016-10";"U";"I";"CHF";"FVW";"T";"T";"A40";"36344659.444663"
"2016-10";"U";"I";"CHF";"FVW";"ASI";"T";"A40";"25454292.340055"
"2016-10";"U";"I";"CHF";"FVW";"KUE";"T";"A40";"7367494.15553"
"2016-10";"U";"I";"CHF";"FVW";"KUE";"UEB";"A40";"704254.44059"
"2016-10";"U";"I";"CHF";"FVW";"KUE";"NUE";"A40";"6663239.71494"
"2016-10";"U";"I";"CHF";"FVW";"RLZ";"T";"A40";"3522872.949078"
"2016-11";"U";"I";"T";"T";"T";"T";"A40";"1008809875.2894228"
"2016-11";"U";"I";"T";"T";"ASI";"T";"A40";"460176916.5340808"
"2016-11";"U";"I";"T";"T";"KUE";"T";"A40";"487013737.485251"
"2016-11";"U";"I";"T";"T";"KUE";"UEB";"A40";"135327460.81438"
"2016-11";"U";"I";"T";"T";"KUE";"NUE";"A40";"351686276.670871"
"2016-11";"U";"I";"T";"T";"RLZ";"T";"A40";"61619221.270091"
"2016-11";"U";"I";"T";"NFU";"T";"T";"A40";"214343527.903943"
"2016-11";"U";"I";"T";"NFU";"ASI";"T";"A40";"164612953.41793597"
"2016-11";"U";"I";"T";"NFU";"KUE";"T";"A40";"39025640.682881"
"2016-11";"U";"I";"T";"NFU";"KUE";"UEB";"A40";"5722480.16211"
"2016-11";"U";"I";"T";"NFU";"KUE";"NUE";"A40";"33303160.520771"
"2016-11";"U";"I";"T";"NFU";"RLZ";"T";"A40";"10704933.803126"
"2016-11";"U";"I";"T";"FUN";"T";"T";"A40";"141943298.002255"
"2016-11";"U";"I";"T";"FUN";"ASI";"T";"A40";"89266060.814821"
"2016-11";"U";"I";"T";"FUN";"KUE";"T";"A40";"18664088.141385"
"2016-11";"U";"I";"T";"FUN";"KUE";"UEB";"A40";"2272193.71204"
"2016-11";"U";"I";"T";"FUN";"KUE";"NUE";"A40";"16391894.429345"
"2016-11";"U";"I";"T";"FUN";"RLZ";"T";"A40";"34013149.046049"
"2016-11";"U";"I";"T";"FVW";"T";"T";"A40";"67287973.997434"
"2016-11";"U";"I";"T";"FVW";"ASI";"T";"A40";"42533044.960704"
"2016-11";"U";"I";"T";"FVW";"KUE";"T";"A40";"8640921.355151"
"2016-11";"U";"I";"T";"FVW";"KUE";"UEB";"A40";"666020.90882"
"2016-11";"U";"I";"T";"FVW";"KUE";"NUE";"A40";"7974900.446331"
"2016-11";"U";"I";"T";"FVW";"RLZ";"T";"A40";"16114007.681579"
"2016-11";"U";"I";"CHF";"T";"T";"T";"A40";"872903933.715569"
"2016-11";"U";"I";"CHF";"T";"ASI";"T";"A40";"358679216.5612199"
"2016-11";"U";"I";"CHF";"T";"KUE";"T";"A40";"472411562.19265"
"2016-11";"U";"I";"CHF";"T";"KUE";"UEB";"A40";"130567604.15162"
"2016-11";"U";"I";"CHF";"T";"KUE";"NUE";"A40";"341843958.04103"
"2016-11";"U";"I";"CHF";"T";"RLZ";"T";"A40";"41813154.961699"
"2016-11";"U";"I";"CHF";"NFU";"T";"T";"A40";"172672167.693786"
"2016-11";"U";"I";"CHF";"NFU";"ASI";"T";"A40";"130158369.617552"
"2016-11";"U";"I";"CHF";"NFU";"KUE";"T";"A40";"35338476.79077"
"2016-11";"U";"I";"CHF";"NFU";"KUE";"UEB";"A40";"5502907.31413"
"2016-11";"U";"I";"CHF";"NFU";"KUE";"NUE";"A40";"29835569.47664"
"2016-11";"U";"I";"CHF";"NFU";"RLZ";"T";"A40";"7175321.285464"
"2016-11";"U";"I";"CHF";"FUN";"T";"T";"A40";"101270495.025941"
"2016-11";"U";"I";"CHF";"FUN";"ASI";"T";"A40";"62974341.582314"
"2016-11";"U";"I";"CHF";"FUN";"KUE";"T";"A40";"16822548.48599"
"2016-11";"U";"I";"CHF";"FUN";"KUE";"UEB";"A40";"2194710.95448"
"2016-11";"U";"I";"CHF";"FUN";"KUE";"NUE";"A40";"14627837.53151"
"2016-11";"U";"I";"CHF";"FUN";"RLZ";"T";"A40";"21473604.957637"
"2016-11";"U";"I";"CHF";"FVW";"T";"T";"A40";"36593547.819791"
"2016-11";"U";"I";"CHF";"FVW";"ASI";"T";"A40";"25595889.841794"
"2016-11";"U";"I";"CHF";"FVW";"KUE";"T";"A40";"7139930.46636"
"2016-11";"U";"I";"CHF";"FVW";"KUE";"UEB";"A40";"611402.50124"
"2016-11";"U";"I";"CHF";"FVW";"KUE";"NUE";"A40";"6528527.96512"
"2016-11";"U";"I";"CHF";"FVW";"RLZ";"T";"A40";"3857727.511637"
"2016-12";"U";"I";"T";"T";"T";"T";"A40";"1006106716.862776"
"2016-12";"U";"I";"T";"T";"ASI";"T";"A40";"456097452.7401239"
"2016-12";"U";"I";"T";"T";"KUE";"T";"A40";"486453965.339014"
"2016-12";"U";"I";"T";"T";"KUE";"UEB";"A40";"133783046.28032"
"2016-12";"U";"I";"T";"T";"KUE";"NUE";"A40";"352670919.058694"
"2016-12";"U";"I";"T";"T";"RLZ";"T";"A40";"63555298.783638"
"2016-12";"U";"I";"T";"NFU";"T";"T";"A40";"212124557.080986"
"2016-12";"U";"I";"T";"NFU";"ASI";"T";"A40";"161197873.9981572"
"2016-12";"U";"I";"T";"NFU";"KUE";"T";"A40";"39137015.29779505"
"2016-12";"U";"I";"T";"NFU";"KUE";"UEB";"A40";"5673508.39179"
"2016-12";"U";"I";"T";"NFU";"KUE";"NUE";"A40";"33463506.90600505"
"2016-12";"U";"I";"T";"NFU";"RLZ";"T";"A40";"11789667.78503369"
"2016-12";"U";"I";"T";"FUN";"T";"T";"A40";"147626084.735257"
"2016-12";"U";"I";"T";"FUN";"ASI";"T";"A40";"94131339.9778348"
"2016-12";"U";"I";"T";"FUN";"KUE";"T";"A40";"19873260.38225261"
"2016-12";"U";"I";"T";"FUN";"KUE";"UEB";"A40";"2604723.90492"
"2016-12";"U";"I";"T";"FUN";"KUE";"NUE";"A40";"17268536.47733261"
"2016-12";"U";"I";"T";"FUN";"RLZ";"T";"A40";"33621484.37516961"
"2016-12";"U";"I";"T";"FVW";"T";"T";"A40";"68554520.480519"
"2016-12";"U";"I";"T";"FVW";"ASI";"T";"A40";"42893477.85897459"
"2016-12";"U";"I";"T";"FVW";"KUE";"T";"A40";"8909008.67938408"
"2016-12";"U";"I";"T";"FVW";"KUE";"UEB";"A40";"807648.36637"
"2016-12";"U";"I";"T";"FVW";"KUE";"NUE";"A40";"8101360.31301408"
"2016-12";"U";"I";"T";"FVW";"RLZ";"T";"A40";"16752033.94216033"
"2016-12";"U";"I";"CHF";"T";"T";"T";"A40";"873267322.151195"
"2016-12";"U";"I";"CHF";"T";"ASI";"T";"A40";"358832971.27955"
"2016-12";"U";"I";"CHF";"T";"KUE";"T";"A40";"472635414.77711"
"2016-12";"U";"I";"CHF";"T";"KUE";"UEB";"A40";"128965599.97745"
"2016-12";"U";"I";"CHF";"T";"KUE";"NUE";"A40";"343669814.79966"
"2016-12";"U";"I";"CHF";"T";"RLZ";"T";"A40";"41798936.094535"
"2016-12";"U";"I";"CHF";"NFU";"T";"T";"A40";"171277077.59382"
"2016-12";"U";"I";"CHF";"NFU";"ASI";"T";"A40";"127364665.07156359"
"2016-12";"U";"I";"CHF";"NFU";"KUE";"T";"A40";"36047093.37477985"
"2016-12";"U";"I";"CHF";"NFU";"KUE";"UEB";"A40";"5428685.53557"
"2016-12";"U";"I";"CHF";"NFU";"KUE";"NUE";"A40";"30618407.83920985"
"2016-12";"U";"I";"CHF";"NFU";"RLZ";"T";"A40";"7865319.14747657"
"2016-12";"U";"I";"CHF";"FUN";"T";"T";"A40";"107389311.517019"
"2016-12";"U";"I";"CHF";"FUN";"ASI";"T";"A40";"68780845.7348174"
"2016-12";"U";"I";"CHF";"FUN";"KUE";"T";"A40";"17877631.6041077"
"2016-12";"U";"I";"CHF";"FUN";"KUE";"UEB";"A40";"2512960.02428"
"2016-12";"U";"I";"CHF";"FUN";"KUE";"NUE";"A40";"15364671.57982771"
"2016-12";"U";"I";"CHF";"FUN";"RLZ";"T";"A40";"20730834.17809388"
"2016-12";"U";"I";"CHF";"FVW";"T";"T";"A40";"37780623.052109"
"2016-12";"U";"I";"CHF";"FVW";"ASI";"T";"A40";"26414613.01249439"
"2016-12";"U";"I";"CHF";"FVW";"KUE";"T";"A40";"7242731.79273403"
"2016-12";"U";"I";"CHF";"FVW";"KUE";"UEB";"A40";"732746.49131"
"2016-12";"U";"I";"CHF";"FVW";"KUE";"NUE";"A40";"6509985.30142403"
"2016-12";"U";"I";"CHF";"FVW";"RLZ";"T";"A40";"4123278.24688059"
"2017-01";"U";"I";"T";"T";"T";"T";"A40";"1006138678.982789"
"2017-01";"U";"I";"T";"T";"ASI";"T";"A40";"457419865.9909309"
"2017-01";"U";"I";"T";"T";"KUE";"T";"A40";"486567904.121647"
"2017-01";"U";"I";"T";"T";"KUE";"UEB";"A40";"132825442.05783"
"2017-01";"U";"I";"T";"T";"KUE";"NUE";"A40";"353742462.063817"
"2017-01";"U";"I";"T";"T";"RLZ";"T";"A40";"62150908.870211"
"2017-01";"U";"I";"T";"NFU";"T";"T";"A40";"211787533.2609389"
"2017-01";"U";"I";"T";"NFU";"ASI";"T";"A40";"161427899.061735"
"2017-01";"U";"I";"T";"NFU";"KUE";"T";"A40";"39758457.32902"
"2017-01";"U";"I";"T";"NFU";"KUE";"UEB";"A40";"5597468.72775"
"2017-01";"U";"I";"T";"NFU";"KUE";"NUE";"A40";"34160988.60127"
"2017-01";"U";"I";"T";"NFU";"RLZ";"T";"A40";"10601176.870184"
"2017-01";"U";"I";"T";"FUN";"T";"T";"A40";"145746677.648041"
"2017-01";"U";"I";"T";"FUN";"ASI";"T";"A40";"92428778.714685"
"2017-01";"U";"I";"T";"FUN";"KUE";"T";"A40";"19531672.341133"
"2017-01";"U";"I";"T";"FUN";"KUE";"UEB";"A40";"2566445.50298"
"2017-01";"U";"I";"T";"FUN";"KUE";"NUE";"A40";"16965226.838153"
"2017-01";"U";"I";"T";"FUN";"RLZ";"T";"A40";"33786226.592223"
"2017-01";"U";"I";"T";"FVW";"T";"T";"A40";"64762387.956178"
"2017-01";"U";"I";"T";"FVW";"ASI";"T";"A40";"39280583.184019"
"2017-01";"U";"I";"T";"FVW";"KUE";"T";"A40";"8985174.692926"
"2017-01";"U";"I";"T";"FVW";"KUE";"UEB";"A40";"821315.30563"
"2017-01";"U";"I";"T";"FVW";"KUE";"NUE";"A40";"8163859.387296"
"2017-01";"U";"I";"T";"FVW";"RLZ";"T";"A40";"16496630.079233"
"2017-01";"U";"I";"CHF";"T";"T";"T";"A40";"871725693.284474"
"2017-01";"U";"I";"CHF";"T";"ASI";"T";"A40";"358370276.2128749"
"2017-01";"U";"I";"CHF";"T";"KUE";"T";"A40";"472510691.09952"
"2017-01";"U";"I";"CHF";"T";"KUE";"UEB";"A40";"128042894.32376"
"2017-01";"U";"I";"CHF";"T";"KUE";"NUE";"A40";"344467796.77576"
"2017-01";"U";"I";"CHF";"T";"RLZ";"T";"A40";"40844725.972079"
"2017-01";"U";"I";"CHF";"NFU";"T";"T";"A40";"170778421.998791"
"2017-01";"U";"I";"CHF";"NFU";"ASI";"T";"A40";"127091931.719209"
"2017-01";"U";"I";"CHF";"NFU";"KUE";"T";"A40";"36445898.19555"
"2017-01";"U";"I";"CHF";"NFU";"KUE";"UEB";"A40";"5363023.46498"
"2017-01";"U";"I";"CHF";"NFU";"KUE";"NUE";"A40";"31082874.73057"
"2017-01";"U";"I";"CHF";"NFU";"RLZ";"T";"A40";"7240592.084032"
"2017-01";"U";"I";"CHF";"FUN";"T";"T";"A40";"105285476.35588"
"2017-01";"U";"I";"CHF";"FUN";"ASI";"T";"A40";"66869840.059371"
"2017-01";"U";"I";"CHF";"FUN";"KUE";"T";"A40";"17549578.98299"
"2017-01";"U";"I";"CHF";"FUN";"KUE";"UEB";"A40";"2465503.42234"
"2017-01";"U";"I";"CHF";"FUN";"KUE";"NUE";"A40";"15084075.56065"
"2017-01";"U";"I";"CHF";"FUN";"RLZ";"T";"A40";"20866057.313519"
"2017-01";"U";"I";"CHF";"FVW";"T";"T";"A40";"34136450.112361"
"2017-01";"U";"I";"CHF";"FVW";"ASI";"T";"A40";"23007004.565262"
"2017-01";"U";"I";"CHF";"FVW";"KUE";"T";"A40";"7242980.8954"
"2017-01";"U";"I";"CHF";"FVW";"KUE";"UEB";"A40";"741481.55525"
"2017-01";"U";"I";"CHF";"FVW";"KUE";"NUE";"A40";"6501499.34015"
"2017-01";"U";"I";"CHF";"FVW";"RLZ";"T";"A40";"3886464.651699"
"2017-02";"U";"I";"T";"T";"T";"T";"A40";"1016105056.7949095"
"2017-02";"U";"I";"T";"T";"ASI";"T";"A40";"461447522.4873668"
"2017-02";"U";"I";"T";"T";"KUE";"T";"A40";"488371636.783863"
"2017-02";"U";"I";"T";"T";"KUE";"UEB";"A40";"134603370.910008"
"2017-02";"U";"I";"T";"T";"KUE";"NUE";"A40";"353768265.873855"
"2017-02";"U";"I";"T";"T";"RLZ";"T";"A40";"66285897.52368"
"2017-02";"U";"I";"T";"NFU";"T";"T";"A40";"211343773.329845"
"2017-02";"U";"I";"T";"NFU";"ASI";"T";"A40";"160798849.511895"
"2017-02";"U";"I";"T";"NFU";"KUE";"T";"A40";"39456069.357286"
"2017-02";"U";"I";"T";"NFU";"KUE";"UEB";"A40";"5587325.32587"
"2017-02";"U";"I";"T";"NFU";"KUE";"NUE";"A40";"33868744.031416"
"2017-02";"U";"I";"T";"NFU";"RLZ";"T";"A40";"11088854.460664"
"2017-02";"U";"I";"T";"FUN";"T";"T";"A40";"149705634.725275"
"2017-02";"U";"I";"T";"FUN";"ASI";"T";"A40";"93945501.199787"
"2017-02";"U";"I";"T";"FUN";"KUE";"T";"A40";"19400667.993755"
"2017-02";"U";"I";"T";"FUN";"KUE";"UEB";"A40";"2520531.91762"
"2017-02";"U";"I";"T";"FUN";"KUE";"NUE";"A40";"16880136.076135"
"2017-02";"U";"I";"T";"FUN";"RLZ";"T";"A40";"36359465.531733"
"2017-02";"U";"I";"T";"FVW";"T";"T";"A40";"68379145.911513"
"2017-02";"U";"I";"T";"FVW";"ASI";"T";"A40";"40289431.020342"
"2017-02";"U";"I";"T";"FVW";"KUE";"T";"A40";"8742832.454028"
"2017-02";"U";"I";"T";"FVW";"KUE";"UEB";"A40";"816565.85573"
"2017-02";"U";"I";"T";"FVW";"KUE";"NUE";"A40";"7926266.598298"
"2017-02";"U";"I";"T";"FVW";"RLZ";"T";"A40";"19346882.437143"
"2017-02";"U";"I";"CHF";"T";"T";"T";"A40";"877195901.654799"
"2017-02";"U";"I";"CHF";"T";"ASI";"T";"A40";"360945843.4827589"
"2017-02";"U";"I";"CHF";"T";"KUE";"T";"A40";"474412834.239563"
"2017-02";"U";"I";"CHF";"T";"KUE";"UEB";"A40";"129844427.658439"
"2017-02";"U";"I";"CHF";"T";"KUE";"NUE";"A40";"344568406.581124"
"2017-02";"U";"I";"CHF";"T";"RLZ";"T";"A40";"41837223.932477"
"2017-02";"U";"I";"CHF";"NFU";"T";"T";"A40";"169976578.312518"
"2017-02";"U";"I";"CHF";"NFU";"ASI";"T";"A40";"126210015.438818"
"2017-02";"U";"I";"CHF";"NFU";"KUE";"T";"A40";"36158881.675498"
"2017-02";"U";"I";"CHF";"NFU";"KUE";"UEB";"A40";"5357145.39251"
"2017-02";"U";"I";"CHF";"NFU";"KUE";"NUE";"A40";"30801736.282988"
"2017-02";"U";"I";"CHF";"NFU";"RLZ";"T";"A40";"7607681.198202"
"2017-02";"U";"I";"CHF";"FUN";"T";"T";"A40";"106584128.668229"
"2017-02";"U";"I";"CHF";"FUN";"ASI";"T";"A40";"67515064.536593"
"2017-02";"U";"I";"CHF";"FUN";"KUE";"T";"A40";"17509258.972397"
"2017-02";"U";"I";"CHF";"FUN";"KUE";"UEB";"A40";"2420595.6142"
"2017-02";"U";"I";"CHF";"FUN";"KUE";"NUE";"A40";"15088663.358197"
"2017-02";"U";"I";"CHF";"FUN";"RLZ";"T";"A40";"21559805.159239"
"2017-02";"U";"I";"CHF";"FVW";"T";"T";"A40";"35542718.918643"
"2017-02";"U";"I";"CHF";"FVW";"ASI";"T";"A40";"23585319.058797"
"2017-02";"U";"I";"CHF";"FVW";"KUE";"T";"A40";"7086636.797287"
"2017-02";"U";"I";"CHF";"FVW";"KUE";"UEB";"A40";"738832.63895"
"2017-02";"U";"I";"CHF";"FVW";"KUE";"NUE";"A40";"6347804.158337"
"2017-02";"U";"I";"CHF";"FVW";"RLZ";"T";"A40";"4870763.062559"
"2017-03";"U";"I";"T";"T";"T";"T";"A40";"1026125479.212154"
"2017-03";"U";"I";"T";"T";"ASI";"T";"A40";"465144494.705536"
"2017-03";"U";"I";"T";"T";"KUE";"T";"A40";"484897445.911833"
"2017-03";"U";"I";"T";"T";"KUE";"UEB";"A40";"134169290.414338"
"2017-03";"U";"I";"T";"T";"KUE";"NUE";"A40";"350728155.497495"
"2017-03";"U";"I";"T";"T";"RLZ";"T";"A40";"76083538.594785"
"2017-03";"U";"I";"T";"NFU";"T";"T";"A40";"207843139.30687"
"2017-03";"U";"I";"T";"NFU";"ASI";"T";"A40";"158273808.395577"
"2017-03";"U";"I";"T";"NFU";"KUE";"T";"A40";"37743229.089489"
"2017-03";"U";"I";"T";"NFU";"KUE";"UEB";"A40";"5584936.70717"
"2017-03";"U";"I";"T";"NFU";"KUE";"NUE";"A40";"32158292.382319"
"2017-03";"U";"I";"T";"NFU";"RLZ";"T";"A40";"11826101.821804"
"2017-03";"U";"I";"T";"FUN";"T";"T";"A40";"157786438.883246"
"2017-03";"U";"I";"T";"FUN";"ASI";"T";"A40";"95388376.96047"
"2017-03";"U";"I";"T";"FUN";"KUE";"T";"A40";"18826149.128415"
"2017-03";"U";"I";"T";"FUN";"KUE";"UEB";"A40";"2588002.03688"
"2017-03";"U";"I";"T";"FUN";"KUE";"NUE";"A40";"16238147.091535"
"2017-03";"U";"I";"T";"FUN";"RLZ";"T";"A40";"43571912.794361"
"2017-03";"U";"I";"T";"FVW";"T";"T";"A40";"76694618.350166"
"2017-03";"U";"I";"T";"FVW";"ASI";"T";"A40";"42242654.283888"
"2017-03";"U";"I";"T";"FVW";"KUE";"T";"A40";"8018021.368207"
"2017-03";"U";"I";"T";"FVW";"KUE";"UEB";"A40";"871164.60216"
"2017-03";"U";"I";"T";"FVW";"KUE";"NUE";"A40";"7146856.766047"
"2017-03";"U";"I";"T";"FVW";"RLZ";"T";"A40";"26433942.698071"
"2017-03";"U";"I";"CHF";"T";"T";"T";"A40";"881543346.836386"
"2017-03";"U";"I";"CHF";"T";"ASI";"T";"A40";"367200281.693883"
"2017-03";"U";"I";"CHF";"T";"KUE";"T";"A40";"470966006.440886"
"2017-03";"U";"I";"CHF";"T";"KUE";"UEB";"A40";"129306992.699639"
"2017-03";"U";"I";"CHF";"T";"KUE";"NUE";"A40";"341659013.741247"
"2017-03";"U";"I";"CHF";"T";"RLZ";"T";"A40";"43377058.701617"
"2017-03";"U";"I";"CHF";"NFU";"T";"T";"A40";"168942989.629218"
"2017-03";"U";"I";"CHF";"NFU";"ASI";"T";"A40";"125860158.686138"
"2017-03";"U";"I";"CHF";"NFU";"KUE";"T";"A40";"34441489.244296"
"2017-03";"U";"I";"CHF";"NFU";"KUE";"UEB";"A40";"5354576.16269"
"2017-03";"U";"I";"CHF";"NFU";"KUE";"NUE";"A40";"29086913.081606"
"2017-03";"U";"I";"CHF";"NFU";"RLZ";"T";"A40";"8641341.698784"
"2017-03";"U";"I";"CHF";"FUN";"T";"T";"A40";"107833998.256751"
"2017-03";"U";"I";"CHF";"FUN";"ASI";"T";"A40";"69082189.971355"
"2017-03";"U";"I";"CHF";"FUN";"KUE";"T";"A40";"17063259.76466"
"2017-03";"U";"I";"CHF";"FUN";"KUE";"UEB";"A40";"2443149.93968"
"2017-03";"U";"I";"CHF";"FUN";"KUE";"NUE";"A40";"14620109.82498"
"2017-03";"U";"I";"CHF";"FUN";"RLZ";"T";"A40";"21688548.520736"
"2017-03";"U";"I";"CHF";"FVW";"T";"T";"A40";"36942733.24227"
"2017-03";"U";"I";"CHF";"FVW";"ASI";"T";"A40";"25543847.322524"
"2017-03";"U";"I";"CHF";"FVW";"KUE";"T";"A40";"6486420.94072"
"2017-03";"U";"I";"CHF";"FVW";"KUE";"UEB";"A40";"745411.30768"
"2017-03";"U";"I";"CHF";"FVW";"KUE";"NUE";"A40";"5741009.63304"
"2017-03";"U";"I";"CHF";"FVW";"RLZ";"T";"A40";"4912464.979026"
"2017-04";"U";"I";"T";"T";"T";"T";"A40";"1033373744.081011"
"2017-04";"U";"I";"T";"T";"ASI";"T";"A40";"468122093.4688159"
"2017-04";"U";"I";"T";"T";"KUE";"T";"A40";"488212611.702949"
